,sample_n,run_id
0,10,143
1,6,143
2,1,143
3,9,143
4,32,143
0,4,144
1,2,144
2,5,144
3,6,144
4,41,144
0,13,145
1,5,145
2,6,145
3,6,145
4,28,145
0,5,146
1,5,146
2,9,146
3,8,146
4,31,146
0,15,147
1,6,147
2,8,147
3,1,147
4,28,147
0,1,148
1,7,148
2,10,148
3,6,148
4,34,148
0,15,149
1,3,149
2,4,149
3,3,149
4,33,149
0,3,150
1,6,150
2,9,150
3,6,150
4,34,150
0,15,151
1,7,151
2,3,151
3,4,151
4,29,151
0,4,152
1,11,152
2,5,152
3,8,152
4,30,152
0,3,153
1,5,153
2,6,153
3,5,153
4,39,153
0,11,154
1,7,154
2,2,154
3,6,154
4,32,154
0,1,155
1,4,155
2,11,155
3,8,155
4,34,155
0,11,156
1,7,156
2,7,156
3,3,156
4,30,156
0,2,157
1,2,157
2,2,157
3,9,157
4,43,157
0,18,158
1,9,158
2,4,158
3,5,158
4,22,158
0,4,159
1,10,159
2,7,159
3,8,159
4,29,159
0,2,160
1,8,160
2,8,160
3,8,160
4,32,160
0,16,161
1,2,161
2,5,161
3,6,161
4,29,161
0,1,162
1,11,162
2,6,162
3,8,162
4,32,162
0,14,163
1,4,163
2,4,163
3,6,163
4,30,163
0,4,164
1,7,164
2,8,164
3,7,164
4,32,164
0,2,165
1,8,165
2,8,165
3,7,165
4,33,165
0,8,166
1,4,166
2,4,166
3,7,166
4,35,166
0,16,167
1,7,167
2,4,167
3,6,167
4,25,167
0,3,168
1,10,168
2,7,168
3,7,168
4,31,168
0,12,169
1,5,169
2,8,169
3,7,169
4,26,169
0,14,170
1,9,170
2,4,170
3,4,170
4,27,170
0,2,171
1,8,171
2,7,171
3,8,171
4,33,171
0,11,172
1,2,172
2,7,172
3,3,172
4,35,172
0,14,173
1,5,173
2,3,173
3,3,173
4,33,173
0,3,174
1,12,174
2,4,174
3,4,174
4,35,174
0,17,175
1,8,175
2,3,175
3,1,175
4,29,175
0,4,176
1,10,176
2,7,176
3,5,176
4,32,176
0,10,177
1,3,177
2,10,177
3,5,177
4,30,177
0,7,178
1,7,178
2,5,178
3,6,178
4,33,178
0,3,179
1,5,179
2,6,179
3,10,179
4,34,179
0,8,180
1,6,180
2,8,180
3,4,180
4,32,180
0,15,181
1,3,181
2,4,181
3,4,181
4,32,181
0,3,182
1,9,182
2,5,182
3,6,182
4,35,182
0,9,183
1,7,183
2,1,183
3,8,183
4,33,183
0,19,184
1,9,184
2,5,184
3,3,184
4,22,184
0,4,185
1,10,185
2,12,185
3,4,185
4,28,185
0,10,186
1,6,186
2,10,186
3,5,186
4,27,186
0,13,187
1,2,187
2,6,187
3,6,187
4,31,187
0,4,188
1,8,188
2,5,188
3,7,188
4,34,188
0,13,189
1,9,189
2,7,189
3,5,189
4,24,189
0,6,190
1,6,190
2,12,190
3,8,190
4,26,190
0,13,191
1,5,191
2,5,191
3,7,191
4,28,191
0,8,192
1,3,192
2,8,192
3,7,192
4,32,192
0,12,193
1,5,193
2,4,193
3,4,193
4,33,193
0,7,194
1,1,194
2,5,194
3,4,194
4,41,194
0,14,195
1,7,195
2,2,195
3,5,195
4,30,195
0,1,196
1,9,196
2,7,196
3,6,196
4,35,196
0,15,197
1,8,197
2,5,197
3,4,197
4,26,197
0,2,198
1,10,198
2,11,198
3,6,198
4,29,198
0,11,199
1,2,199
2,5,199
3,7,199
4,33,199
0,1,200
1,8,200
2,6,200
3,5,200
4,38,200
0,9,201
1,9,201
2,5,201
3,5,201
4,30,201
0,16,202
1,9,202
2,2,202
3,4,202
4,27,202
0,1,203
1,4,203
2,4,203
3,6,203
4,43,203
0,17,204
1,7,204
2,1,204
3,7,204
4,26,204
0,2,205
1,9,205
2,7,205
3,10,205
4,30,205
0,12,206
1,3,206
2,5,206
3,2,206
4,36,206
0,17,207
1,8,207
2,5,207
3,2,207
4,26,207
0,1,208
1,9,208
2,8,208
3,7,208
4,33,208
0,14,209
1,6,209
2,3,209
3,1,209
4,34,209
0,5,210
1,7,210
2,7,210
3,4,210
4,35,210
0,15,211
1,10,211
2,2,211
3,1,211
4,30,211
0,3,212
1,11,212
2,8,212
3,2,212
4,34,212
0,2,213
1,10,213
2,8,213
3,7,213
4,31,213
0,10,214
1,5,214
2,7,214
3,5,214
4,31,214
0,17,215
1,5,215
2,7,215
3,2,215
4,27,215
0,3,216
1,11,216
2,11,216
3,4,216
4,29,216
0,15,217
1,4,217
2,3,217
3,5,217
4,31,217
0,1,218
1,6,218
2,12,218
3,6,218
4,33,218
0,13,219
1,9,219
2,4,219
3,3,219
4,29,219
0,3,220
1,3,220
2,7,220
3,6,220
4,39,220
0,17,221
1,5,221
2,6,221
3,3,221
4,27,221
0,2,222
1,8,222
2,11,222
3,6,222
4,31,222
0,13,223
1,3,223
2,2,223
3,4,223
4,36,223
0,3,224
1,6,224
2,6,224
3,5,224
4,38,224
0,9,225
1,7,225
2,1,225
3,5,225
4,36,225
0,9,226
1,3,226
2,8,226
3,3,226
4,35,226
0,14,227
1,9,227
2,4,227
3,2,227
4,29,227
0,2,228
1,9,228
2,8,228
3,7,228
4,32,228
0,5,229
1,4,229
2,9,229
3,4,229
4,36,229
0,8,230
1,5,230
2,8,230
3,5,230
4,32,230
0,14,231
1,4,231
2,3,231
3,4,231
4,33,231
0,6,232
1,6,232
2,3,232
3,2,232
4,41,232
0,1,233
1,3,233
2,6,233
3,6,233
4,42,233
0,16,234
1,3,234
2,8,234
3,5,234
4,26,234
0,3,235
1,6,235
2,8,235
3,6,235
4,35,235
0,16,236
1,9,236
2,4,236
3,1,236
4,28,236
0,1,237
1,7,237
2,5,237
3,4,237
4,41,237
0,13,238
1,5,238
2,6,238
3,5,238
4,29,238
0,4,239
1,5,239
2,11,239
3,6,239
4,32,239
0,10,240
1,3,240
2,6,240
3,5,240
4,34,240
0,3,241
1,6,241
2,6,241
3,8,241
4,35,241
0,7,242
1,8,242
2,3,242
3,7,242
4,33,242
0,5,243
1,3,243
2,9,243
3,7,243
4,34,243
0,13,244
1,7,244
2,6,244
3,3,244
4,29,244
0,5,245
1,5,245
2,8,245
3,7,245
4,33,245
0,15,246
1,5,246
2,7,246
3,3,246
4,28,246
0,4,247
1,9,247
2,10,247
3,5,247
4,30,247
0,14,248
1,7,248
2,5,248
3,3,248
4,29,248
0,2,249
1,10,249
2,11,249
3,5,249
4,30,249
0,17,250
1,12,250
2,5,250
3,2,250
4,22,250
0,1,251
1,1,251
2,6,251
3,7,251
4,43,251
0,10,252
1,7,252
2,4,252
3,4,252
4,33,252
0,12,253
1,5,253
2,8,253
3,5,253
4,28,253
0,2,254
1,10,254
2,10,254
3,6,254
4,30,254
0,12,255
1,1,255
2,2,255
3,7,255
4,36,255
0,3,256
1,9,256
2,2,256
3,7,256
4,37,256
0,14,257
1,8,257
2,3,257
3,5,257
4,28,257
0,5,258
1,11,258
2,7,258
3,6,258
4,29,258
0,14,259
1,9,259
2,4,259
3,3,259
4,28,259
0,1,260
1,2,260
2,7,260
3,4,260
4,44,260
0,9,261
1,7,261
2,6,261
3,4,261
4,32,261
0,1,262
1,4,262
2,5,262
3,7,262
4,41,262
0,12,263
1,7,263
2,4,263
3,3,263
4,32,263
0,5,264
1,5,264
2,9,264
3,6,264
4,33,264
0,13,265
1,9,265
2,4,265
3,3,265
4,29,265
0,1,266
1,9,266
2,7,266
3,10,266
4,31,266
0,13,267
1,2,267
2,5,267
3,7,267
4,31,267
0,1,268
1,8,268
2,2,268
3,8,268
4,39,268
0,18,269
1,10,269
2,6,269
3,1,269
4,23,269
0,7,270
1,11,270
2,7,270
3,5,270
4,28,270
0,5,271
1,1,271
2,7,271
3,6,271
4,39,271
0,3,272
1,9,272
2,8,272
3,3,272
4,35,272
0,4,273
1,10,273
2,7,273
3,5,273
4,32,273
0,10,274
1,7,274
2,10,274
3,2,274
4,29,274
0,13,275
1,9,275
2,5,275
3,5,275
4,26,275
0,4,276
1,10,276
2,8,276
3,9,276
4,27,276
0,12,277
1,3,277
2,7,277
3,9,277
4,27,277
0,9,278
1,8,278
2,6,278
3,6,278
4,29,278
0,15,279
1,7,279
2,9,279
3,2,279
4,25,279
0,1,280
1,9,280
2,11,280
3,6,280
4,31,280
0,17,281
1,8,281
2,6,281
3,6,281
4,21,281
0,2,282
1,2,282
2,6,282
3,7,282
4,41,282
0,14,283
1,4,283
2,7,283
3,7,283
4,26,283
0,4,284
1,9,284
2,9,284
3,8,284
4,28,284
0,11,285
1,10,285
2,2,285
3,7,285
4,28,285
0,2,286
1,2,286
2,5,286
3,9,286
4,40,286
0,7,287
1,8,287
2,2,287
3,10,287
4,31,287
0,15,288
1,7,288
2,4,288
3,7,288
4,25,288
0,2,289
1,4,289
2,3,289
3,5,289
4,44,289
0,12,290
1,10,290
2,2,290
3,4,290
4,30,290
0,8,291
1,2,291
2,6,291
3,5,291
4,37,291
0,1,292
1,9,292
2,1,292
3,9,292
4,38,292
0,10,293
1,5,293
2,5,293
3,4,293
4,34,293
0,4,294
1,5,294
2,5,294
3,8,294
4,36,294
0,13,295
1,6,295
2,4,295
3,5,295
4,30,295
0,3,296
1,6,296
2,9,296
3,7,296
4,33,296
0,15,297
1,9,297
2,6,297
3,4,297
4,24,297
0,3,298
1,7,298
2,9,298
3,6,298
4,33,298
0,12,299
1,4,299
2,9,299
3,8,299
4,25,299
0,1,300
1,10,300
2,12,300
3,9,300
4,26,300
0,7,301
1,9,301
2,7,301
3,8,301
4,27,301
0,12,302
1,7,302
2,6,302
3,8,302
4,25,302
0,10,303
1,2,303
2,6,303
3,10,303
4,30,303
0,12,304
1,6,304
2,6,304
3,5,304
4,29,304
0,6,305
1,1,305
2,4,305
3,9,305
4,38,305
0,12,306
1,7,306
2,5,306
3,3,306
4,31,306
0,4,307
1,1,307
2,4,307
3,2,307
4,47,307
0,16,308
1,7,308
2,6,308
3,6,308
4,23,308
0,1,309
1,3,309
2,8,309
3,10,309
4,36,309
0,16,310
1,1,310
2,5,310
3,1,310
4,35,310
0,1,311
1,7,311
2,6,311
3,8,311
4,36,311
0,15,312
1,8,312
2,6,312
3,3,312
4,26,312
0,2,313
1,8,313
2,12,313
3,6,313
4,30,313
0,13,314
1,6,314
2,2,314
3,4,314
4,33,314
0,7,315
1,3,315
2,6,315
3,8,315
4,34,315
0,18,316
1,8,316
2,4,316
3,1,316
4,27,316
0,6,317
1,9,317
2,6,317
3,8,317
4,29,317
0,6,318
1,8,318
2,8,318
3,5,318
4,31,318
0,14,319
1,1,319
2,6,319
3,6,319
4,31,319
0,2,320
1,8,320
2,6,320
3,9,320
4,33,320
0,16,321
1,9,321
2,8,321
3,3,321
4,22,321
0,1,322
1,8,322
2,11,322
3,6,322
4,32,322
0,13,323
1,5,323
2,9,323
3,8,323
4,23,323
0,1,324
1,5,324
2,8,324
3,8,324
4,36,324
0,13,325
1,6,325
2,7,325
3,9,325
4,23,325
0,5,326
1,4,326
2,3,326
3,1,326
4,45,326
0,9,327
1,5,327
2,5,327
3,1,327
4,38,327
0,1,328
1,6,328
2,6,328
3,5,328
4,40,328
0,9,329
1,4,329
2,6,329
3,5,329
4,34,329
0,14,330
1,8,330
2,5,330
3,4,330
4,27,330
0,3,331
1,1,331
2,1,331
3,7,331
4,46,331
0,16,332
1,6,332
2,4,332
3,1,332
4,31,332
0,3,333
1,10,333
2,9,333
3,3,333
4,33,333
0,13,334
1,2,334
2,3,334
3,7,334
4,33,334
0,6,335
1,5,335
2,4,335
3,8,335
4,35,335
0,11,336
1,7,336
2,2,336
3,2,336
4,36,336
0,15,337
1,10,337
2,3,337
3,4,337
4,26,337
0,2,338
1,4,338
2,5,338
3,7,338
4,40,338
0,10,339
1,8,339
2,5,339
3,6,339
4,29,339
0,13,340
1,5,340
2,4,340
3,7,340
4,29,340
0,4,341
1,1,341
2,10,341
3,8,341
4,35,341
0,16,342
1,9,342
2,3,342
3,4,342
4,26,342
0,4,343
1,11,343
2,9,343
3,7,343
4,27,343
0,10,344
1,3,344
2,5,344
3,7,344
4,33,344
0,8,345
1,5,345
2,8,345
3,7,345
4,30,345
0,13,346
1,9,346
2,1,346
3,5,346
4,30,346
0,8,347
1,4,347
2,7,347
3,7,347
4,32,347
0,8,348
1,8,348
2,5,348
3,6,348
4,31,348
0,8,349
1,5,349
2,5,349
3,7,349
4,33,349
0,6,350
1,2,350
2,7,350
3,7,350
4,36,350
0,5,351
1,7,351
2,5,351
3,7,351
4,34,351
0,15,352
1,5,352
2,4,352
3,4,352
4,30,352
0,2,353
1,9,353
2,6,353
3,5,353
4,36,353
0,7,354
1,5,354
2,6,354
3,5,354
4,35,354
0,15,355
1,8,355
2,5,355
3,1,355
4,29,355
0,2,356
1,10,356
2,9,356
3,6,356
4,31,356
0,13,357
1,3,357
2,3,357
3,6,357
4,33,357
0,3,358
1,8,358
2,7,358
3,5,358
4,35,358
0,6,359
1,1,359
2,5,359
3,8,359
4,38,359
0,18,360
1,5,360
2,5,360
3,3,360
4,27,360
0,4,361
1,11,361
2,9,361
3,6,361
4,28,361
0,4,362
1,9,362
2,7,362
3,8,362
4,30,362
0,6,363
1,4,363
2,11,363
3,7,363
4,30,363
0,15,364
1,8,364
2,4,364
3,3,364
4,28,364
0,3,365
1,10,365
2,9,365
3,7,365
4,29,365
0,8,366
1,4,366
2,11,366
3,5,366
4,30,366
0,2,367
1,1,367
2,1,367
3,2,367
4,52,367
0,12,368
1,7,368
2,4,368
3,1,368
4,34,368
0,1,369
1,3,369
2,6,369
3,5,369
4,43,369
0,7,370
1,7,370
2,3,370
3,6,370
4,35,370
0,1,371
1,4,371
2,3,371
3,4,371
4,46,371
0,6,372
1,6,372
2,5,372
3,5,372
4,36,372
0,8,373
1,4,373
2,6,373
3,4,373
4,36,373
0,14,374
1,7,374
2,3,374
3,4,374
4,30,374
0,3,375
1,5,375
2,11,375
3,8,375
4,31,375
0,15,376
1,9,376
2,6,376
3,2,376
4,26,376
0,4,377
1,11,377
2,10,377
3,5,377
4,28,377
0,10,378
1,2,378
2,9,378
3,6,378
4,31,378
0,13,379
1,7,379
2,2,379
3,5,379
4,31,379
0,3,380
1,3,380
2,10,380
3,6,380
4,36,380
0,9,381
1,7,381
2,4,381
3,6,381
4,32,381
0,1,382
1,4,382
2,4,382
3,5,382
4,44,382
0,9,383
1,8,383
2,6,383
3,1,383
4,34,383
0,3,384
1,4,384
2,8,384
3,4,384
4,39,384
0,14,385
1,7,385
2,1,385
3,7,385
4,29,385
0,1,386
1,5,386
2,10,386
3,8,386
4,34,386
0,18,387
1,8,387
2,6,387
3,5,387
4,21,387
0,1,388
1,10,388
2,9,388
3,7,388
4,31,388
0,17,389
1,6,389
2,5,389
3,6,389
4,24,389
0,9,390
1,8,390
2,6,390
3,8,390
4,27,390
0,9,391
1,7,391
2,7,391
3,10,391
4,25,391
0,6,392
1,5,392
2,6,392
3,9,392
4,32,392
0,12,393
1,8,393
2,4,393
3,7,393
4,27,393
0,1,394
1,8,394
2,8,394
3,8,394
4,33,394
0,15,395
1,5,395
2,6,395
3,6,395
4,26,395
0,4,396
1,9,396
2,10,396
3,8,396
4,27,396
0,13,397
1,7,397
2,2,397
3,7,397
4,29,397
0,2,398
1,1,398
2,1,398
3,5,398
4,49,398
0,13,399
1,7,399
2,5,399
3,5,399
4,28,399
