r2,rmse,r2_boot_sd,r2_boot_lo,r2_boot_hi,hab,dis,first_drop,task,cell,metric,rule,experiment,family,control,seed,setting,world_EIGs,sd_epsilon,sigma_true,V_prior,alpha_prior,beta_prior,seconds,host,procs,job,smoke,order,fam1,fam6,dev_pose,dev_number,dev_identity,dev_animacy,r2_paper
0.8930162134326124,114.34857708997363,0.014160021940628712,0.8557165090940164,0.9113147675231593,0.8566238213889773,1.1024371804564268,0.07173199565327171,mi_concept_exp1_f08,mi_concept,mi_concept,r2,exp1,8,False,9108000,18,3.1622776601683795e-05,1.0,0.1,3.0,1.0,0.1,1853.961368560791,sh03-15n19.int,24,45063047,False,,,,,,,,0.8113351748119128
0.7778681687336848,0.1407470257657342,0.026212685601949774,0.7099258150783174,0.8131007733055053,,,,mi_concept_exp2_control,mi_concept,mi_concept,r2,exp2,0,True,13,18,3.1622776601683795e-05,1.0,0.1,3.0,1.0,0.1,1058.5892684459686,sh03-08n57.int,24,45063048,False,anim>iden>numb>pose,19.74643861400363,16.5951252696356,17.40509259259259,17.674603174603174,18.362143742255267,19.867486338797814,
0.7845774275944121,0.1386051705329561,0.024271949934014676,0.7255872927353518,0.8213908555088653,,,,mi_concept_exp2_f01,mi_concept,mi_concept,r2,exp2,1,False,9201000,18,3.1622776601683795e-05,1.0,0.1,3.0,1.0,0.1,659.7857232093811,sh04-17n29.int,24,45063045,False,anim>iden>numb>pose,19.912271820862436,16.55969511267827,17.175347222222225,17.83913308913309,18.484097480380004,19.98351548269581,
0.770712050782437,0.14299618224352148,0.02335773657365198,0.7122831989666948,0.804743059645382,,,,mi_concept_exp2_f02,mi_concept,mi_concept,r2,exp2,2,False,9202000,18,3.1622776601683795e-05,1.0,0.1,3.0,1.0,0.1,1714.3270037174225,sh03-15n19.int,24,45063048,False,anim>iden>numb>pose,19.96340815446826,16.494460368840738,17.40596064814815,17.830891330891333,18.461792647666254,19.972859744990892,
0.7775144748967143,0.14085903482522708,0.02405709399314918,0.7215457119942936,0.8119477877880877,,,,mi_concept_exp2_f03,mi_concept,mi_concept,r2,exp2,3,False,9203000,18,3.1622776601683795e-05,1.0,0.1,3.0,1.0,0.1,662.4151723384857,sh04-17n29.int,24,45063045,False,anim>iden>numb>pose,19.943231123405948,16.692651061812136,17.256365740740737,17.741147741147742,18.47118959107807,19.943806921675773,
0.7914449978368918,0.1363779422044542,0.02424833947582805,0.7327428539502219,0.8277777518336223,,,,mi_concept_exp2_f04,mi_concept,mi_concept,r2,exp2,4,False,9204000,18,3.1622776601683795e-05,1.0,0.1,3.0,1.0,0.1,1444.5141308307648,sh03-15n19.int,24,45063048,False,anim>iden>numb>pose,19.75393595662012,16.67668893904247,17.342881944444446,17.65476190476191,18.322284180090872,19.85992714025501,
0.7661477553290427,0.14441243776223003,0.025149909820573253,0.7117968831139246,0.8066617062208326,,,,mi_concept_exp2_f05,mi_concept,mi_concept,r2,exp2,5,False,9205000,18,3.1622776601683795e-05,1.0,0.1,3.0,1.0,0.1,662.397173166275,sh04-17n29.int,24,45063045,False,anim>iden>numb>pose,20.04499734138406,16.623246761554512,17.497395833333332,17.723443223443223,18.43824865757951,19.969672131147544,
0.7984636832680556,0.13406347930376145,0.024797807934869458,0.7387212107361139,0.8356003090373518,,,,mi_concept_exp2_f06,mi_concept,mi_concept,r2,exp2,6,False,9206000,18,3.1622776601683795e-05,1.0,0.1,3.0,1.0,0.1,663.9783594608307,sh04-17n29.int,24,45063045,False,anim>iden>numb>pose,19.964243989644,16.516864711056563,17.417824074074073,17.657203907203908,18.393432465923173,19.929143897996358,
0.7555875673915973,0.1476370893344199,0.024706623196869074,0.7028063741809597,0.7985628154189459,,,,mi_concept_exp2_f07,mi_concept,mi_concept,r2,exp2,7,False,9207000,18,3.1622776601683795e-05,1.0,0.1,3.0,1.0,0.1,659.9438583850861,sh04-17n29.int,24,45063045,False,anim>iden>numb>pose,19.923182862363497,16.52427519308863,17.160300925925924,17.68803418803419,18.440107393638993,19.990437158469945,
0.7684773545705549,0.1436913303940381,0.027283363505035577,0.7036381747441433,0.8101405820263392,,,,mi_concept_exp2_f08,mi_concept,mi_concept,r2,exp2,8,False,9208000,18,3.1622776601683795e-05,1.0,0.1,3.0,1.0,0.1,659.4404244422913,sh04-17n29.int,24,45063045,False,anim>iden>numb>pose,19.91647347476883,16.608286641328416,17.458622685185187,17.601037851037848,18.390541098719538,19.809016393442622,
0.23084233171627147,374.03482678692217,0.0030570037686127242,0.22484912250425873,0.23681863318432614,0.2269324875396466,1.3518169475281527,0.49968282736746716,mi_exp1_f01,mi,mi,rmse,exp1,1,False,9101005,2,0.0316227766016837,1.0,0.1,1.0,1.0,0.1,419.6456050872803,sh03-09n02.int,24,45063047,False,,,,,,,,0.6289937503995157
0.2422978137790533,372.0800614278043,0.0031396718006200183,0.23602908005352793,0.2484367431226086,0.2228856977918892,1.3797733711048157,0.5141073748015588,mi_exp1_f02,mi,mi,rmse,exp1,2,False,9102005,2,0.0316227766016837,1.0,0.1,1.0,1.0,0.1,657.9005482196808,sh03-15n19.int,24,45063048,False,,,,,,,,0.6397193518914668
0.2427959774198961,372.3040195982033,0.00315541910585913,0.23669574915698913,0.2491703225769604,0.22533654630116137,1.3721637050735704,0.5025999673871686,mi_exp1_f03,mi,mi,rmse,exp1,3,False,9103005,2,0.0316227766016837,1.0,0.1,1.0,1.0,0.1,297.37826585769653,sh04-17n29.int,24,45063045,False,,,,,,,,0.6369466837683215
0.234304498548809,373.4650912503738,0.003021966605889316,0.22792840686459168,0.2400691494072419,0.22920977167955278,1.346907910365033,0.4991832734400523,mi_exp1_f04,mi,mi,rmse,exp1,4,False,9104005,2,0.0316227766016837,1.0,0.1,1.0,1.0,0.1,586.8564174175262,sh03-15n19.int,24,45063048,False,,,,,,,,0.6323857647208055
