V,alpha,beta,eps,w,r2,rmse,ani_id
1.0,3.0,1.0,0.4,0.003898603702549072,0.4309733612373751,1.6138030082112729,1.07065794071268
1.0,3.0,1.0,0.4,0.006579332246575682,0.43047898006600377,1.6145039073864278,1.0538734535009482
1.0,3.0,1.0,0.4,0.011103363181676379,0.43006639897834203,1.6150886032619487,1.0381768681510855
1.0,3.0,1.0,0.4,0.01873817422860383,0.42976477015717096,1.6155159274559328,1.0254958898833042
1.0,3.0,1.0,0.4,0.03162277660168379,0.42956164262618957,1.6158036390229844,1.0163099671832936
1.0,3.0,1.0,0.5,0.0001,0.43448896652984537,1.6088100216858996,1.1146342491108077
1.0,3.0,1.0,0.5,0.0001687612475788147,0.43478012991129017,1.6083958061814745,1.1137597515344348
1.0,3.0,1.0,0.5,0.0002848035868435802,0.43501040241166056,1.608068139839937,1.1119630963291962
1.0,3.0,1.0,0.5,0.0004806380863064389,0.4351370614295831,1.6078878818772238,1.108660283852727
1.0,3.0,1.0,0.5,0.0008111308307896872,0.43510390313294967,1.607935073892585,1.1030303876409475
1.0,3.0,1.0,0.5,0.0013688745095370807,0.4348593020367433,1.6082831557061201,1.0941200637601252
1.0,3.0,1.0,0.5,0.002310129700083158,0.4344173077988527,1.6089119486385834,1.0813651500842802
1.0,3.0,1.0,0.5,0.003898603702549072,0.4338826352986127,1.6096722598851627,1.0655265709664166
1.0,3.0,1.0,0.5,0.006579332246575682,0.433379476000027,1.610387431096261,1.0489000681373761
1.0,3.0,1.0,0.5,0.011103363181676379,0.4329793723806397,1.610955896330117,1.0340565065646437
1.0,3.0,1.0,0.5,0.01873817422860383,0.4326945908385749,1.61136039035822,1.022459552599305
1.0,3.0,1.0,0.5,0.03162277660168379,0.4325057675738123,1.6116285325362043,1.0142461854703533
1.0,3.0,1.0,0.7,0.0001,0.4392845788559225,1.6019740317671443,1.1164101324497948
1.0,3.0,1.0,0.7,0.0001687612475788147,0.4391917644355055,1.6021066125141938,1.1159213256266944
1.0,3.0,1.0,0.7,0.0002848035868435802,0.4390096129444823,1.6023667748987507,1.1137407367220042
