world,channel,test_type,t,y,lo,hi
"2. noisy world (.1), eps fixed .1",KL (realized),background,11,0.0006433973353112238,0.0006186303713508495,0.000668164299271598
"2. noisy world (.1), eps fixed .1",implemented EIG,background,11,0.00212841107698417,0.0021214401320914346,0.0021353820218769056
"2. noisy world (.1), eps fixed .1",I_mu (concept mean),background,12,0.0003747105300402024,0.00037430940604439697,0.0003751116540360079
"2. noisy world (.1), eps fixed .1",I_sigma (spread & noise),background,12,5.358076191061197e-05,5.196742835011839e-05,5.5194095471105556e-05
"2. noisy world (.1), eps fixed .1",total (true EIG),background,12,0.0004282912919508144,0.00042663300191634435,0.00042994958198528445
"2. noisy world (.1), eps fixed .1",concept EIG (eps nuisance),background,12,0.00042829129194627924,0.00042663300191178344,0.00042994958198077504
"2. noisy world (.1), eps fixed .1",KL (realized),background,12,0.0005185123871557182,0.000493828162800898,0.0005431966115105385
"2. noisy world (.1), eps fixed .1",implemented EIG,background,12,0.0018197075205311256,0.0018139447551616418,0.0018254702859006094
"2. noisy world (.1), eps fixed .1",I_mu (concept mean),background,13,0.00032328458991294696,0.00032293629590801224,0.00032363288391788167
"2. noisy world (.1), eps fixed .1",I_sigma (spread & noise),background,13,4.4570257688928784e-05,4.3262682457608736e-05,4.587783292024883e-05
"2. noisy world (.1), eps fixed .1",total (true EIG),background,13,0.0003678548476018757,0.0003665039930940249,0.00036920570210972653
"2. noisy world (.1), eps fixed .1",concept EIG (eps nuisance),background,13,0.00036785484759747455,0.0003665039930896486,0.0003692057021053005
